count,sum_leg,reflex,on_reflex_,traj_error
1085,[  4.  67.  26. 317.  20. 112.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  1.   3.  -4.   0. -14.   8.  -1.   5.  -3.  -2.  48. -29.  -1.   2.
  -5.  -1. -20.  11.]"
1086,[  4.  72.  28. 318.  22. 117.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   4.  -3.  -1. -13.   9.   0.   7.  -3.  -2.  48. -28.  -2.   2.
  -5.  -1. -19.  11.]"
1087,[ 16.  80.  32. 316.  24. 120.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   6.  -5.   1. -14.   9.  -1.   6.  -4.  -3.  47. -28.  -1.   4.
  -5.  -1. -20.  11.]"
1088,[ 37.  87.  36. 314.  25. 123.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   7.  -5.  -1. -13.   8.  -1.   8.  -3.  -2.  46. -27.  -2.   4.
  -5.  -1. -21.  11.]"
1089,[ 45.  88.  39. 310.  38. 128.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  1.   8.  -5.   0. -13.   9.  -1.   8.  -4.  -2.  45. -26.  -1.   6.
  -6.  -1. -21.  11.]"
1090,[ 51.  88.  43. 304.  43. 129.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   8.  -5.   0. -13.   7.  -1.   8.  -5.  -3.  44. -27.  -1.   6.
  -7.  -1. -21.  10.]"
1091,[ 56.  86.  50. 300.  48. 130.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  1.  10.  -6.  -1. -13.   8.  -1.   8.  -5.  -3.  43. -26.  -2.   7.
 -10.  -2. -21.  10.]"
1092,[ 60.  84.  53. 294.  57. 131.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.  10.  -7.   0. -12.   6.   0.   8.  -4.  -3.  42. -26.  -1.   8.
 -11.  -2. -20.  10.]"
1093,[ 65.  81.  50. 290.  66. 130.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.  11.  -9.   0. -13.   6.  -1.   8.  -4.  -3.  42. -26.  -2.   8.
 -12.  -2. -20.   9.]"
1094,[ 73.  78.  50. 288.  75. 128.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  1.  13. -11.   0. -13.   5.  -1.   8.  -4.  -1.  40. -26.  -2.  10.
 -15.  -1. -19.   9.]"
1095,[ 83.  76.  49. 281.  88. 125.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  1.  14. -14.   0. -12.   4.  -1.   7.  -4.  -1.  40. -26.  -2.  12.
 -17.  -1. -20.   8.]"
1096,[ 95.  71.  47. 276. 100. 121.],[0. 0. 0. 1. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  17. -17.   0. -12.   3.  -1.   8.  -4.   2.  40. -27.  -2.  14.
 -20.  -1. -19.   8.]"
1097,[106.  68.  51. 267. 116. 117.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[  1.  18. -20.  -1. -11.   3.   0.   7.  -3.   2.  39. -27.  -1.  15.
 -21.   0. -19.   7.]"
1098,[124.  63.  45. 265. 131. 109.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  16. -22.  -1. -11.   2.   0.   7.  -3.   2.  40. -28.  -2.  17.
 -23.  -1. -19.   7.]"
1099,[138.  58.  43. 267. 146. 107.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  17. -23.  -2. -11.   1.   1.   7.  -2.   2.  40. -30.  -2.  18.
 -24.  -2. -19.   6.]"
1100,[150.  54.  41. 279. 159. 104.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[ -1.  19. -26.  -2. -10.   0.   1.   7.  -1.   1.  43. -30.  -2.  20.
 -27.  -2. -19.   6.]"
1101,[161.  49.  37. 284. 172. 102.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[ -3.  20. -27.  -2. -10.   0.   2.   6.   0.   2.  44. -32.  -3.  20.
 -29.  -2. -20.   5.]"
1102,[170.  49.  27. 294. 187. 108.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[ -3.  22. -29.  -2. -10.   0.   3.   6.   0.   3.  45. -32.  -4.  21.
 -29.  -3. -20.   5.]"
1103,[183.  49.  33. 304. 199. 109.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[ -2.  24. -29.  -2. -10.   0.   3.   6.   0.   4.  48. -33.  -4.  22.
 -29.  -3. -19.   4.]"
1104,[205.  48.  34. 317. 210. 108.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[ -1.  27. -31.  -1. -10.   0.   4.   5.   0.   4.  48. -35.  -3.  22.
 -27.  -3. -18.   4.]"
1105,[218.  47.  35. 330. 213. 106.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[  1.  31. -36.   0. -11.  -1.   5.   5.   0.   5.  53. -38.  -3.  25.
 -29.  -1. -19.   3.]"
1106,[229.  41.  37. 348. 218. 102.],[1. 0. 0. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],"[  2.  33. -37.   0. -11.   0.   5.   5.   1.   7.  54. -39.  -2.  27.
 -32.  -1. -18.   3.]"
1107,[248.  42.  38. 368. 225.  96.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  2.  33. -38.  -1. -11.   0.   5.   5.   1.   9.  55. -40.  -2.  29.
 -31.  -2. -19.   2.]"
1108,[266.  43.  39. 387. 232.  93.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  35. -40.   0. -11.   0.   6.   4.   2.   8.  56. -42.   0.  30.
 -34.  -2. -19.   0.]"
1109,[289.  44.  40. 406. 237.  81.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  36. -41.   0. -11.   0.   6.   4.   2.  10.  58. -43.   1.  33.
 -37.  -2. -19.   0.]"
1110,[299.  44.  46. 421. 253.  82.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  38. -42.   0. -11.   0.   6.   5.   2.  10.  59. -44.   3.  35.
 -40.  -1. -18.   0.]"
1111,[308.  44.  48. 434. 269.  82.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  39. -44.   0. -10.   0.   6.   4.   2.  10.  60. -46.   2.  38.
 -42.  -1. -17.   0.]"
1112,[319.  43.  49. 446. 289.  79.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  40. -45.   0. -10.   0.   5.   4.   3.  11.  61. -48.   1.  39.
 -44.  -1. -15.  -1.]"
1113,[329.  42.  49. 460. 315.  74.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  42. -46.   0.  -9.   0.   5.   4.   4.   9.  63. -50.   2.  41.
 -45.  -1. -14.   0.]"
1114,[340.  40.  50. 471. 332.  68.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  44. -48.   1. -10.   0.   5.   5.   7.   9.  64. -50.   2.  42.
 -47.   0. -14.   0.]"
1115,[352.  39.  54. 481. 345.  60.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  46. -49.   1.  -9.   1.   4.   5.   8.   9.  65. -52.   1.  44.
 -48.   2. -14.  -1.]"
1116,[364.  38.  59. 491. 356.  57.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  49. -51.   1. -10.   0.   4.   4.   8.   8.  65. -53.   1.  46.
 -50.   3. -13.  -1.]"
1117,[375.  38.  63. 497. 369.  55.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  52. -52.   2. -10.   0.   3.   4.   7.   7.  66. -55.   1.  49.
 -52.   4. -13.  -1.]"
1118,[391.  44.  64. 503. 383.  54.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  54. -54.   2.  -9.   0.   2.   4.   8.   7.  67. -56.   2.  51.
 -52.   4. -13.  -2.]"
1119,[407.  44.  61. 510. 397.  71.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  58. -54.   1.  -8.   0.   1.   4.   8.   5.  67. -58.   2.  52.
 -54.   3. -13.  -2.]"
1120,[424.  43.  57. 514. 412.  72.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  58. -57.   2.  -6.   0.   1.   4.   5.   5.  67. -58.   1.  53.
 -56.   3. -12.  -2.]"
1121,[439.  40.  51. 518. 425.  72.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  61. -58.   1.  -5.   1.   1.   4.   5.   4.  68. -60.   2.  55.
 -58.   3. -12.  -1.]"
1122,[454.  34.  47. 522. 438.  70.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  2.  61. -60.   1.  -5.   1.   0.   3.   6.   4.  69. -60.   1.  56.
 -59.   2. -12.  -2.]"
1123,[467.  29.  39. 525. 449.  67.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  62. -61.   1.  -5.   0.   0.   3.   7.   3.  69. -59.   1.  58.
 -60.   2. -11.  -2.]"
1124,[483.  26.  37. 526. 460.  64.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  2.  63. -63.   2.  -4.   0.   0.   3.   6.   2.  69. -60.   2.  59.
 -62.   1. -11.  -2.]"
1125,[495.  24.  37. 527. 473.  61.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -1.  63. -62.   1.  -4.   1.   2.   4.   7.   4.  70. -60.   0.  60.
 -63.   1. -10.  -3.]"
1126,[495.  23.  39. 529. 477.  59.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  66. -65.   2.  -5.   0.   2.   3.   8.   2.  71. -64.   1.  64.
 -66.   2. -10.  -2.]"
1127,[505.  24.  41. 533. 492.  57.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  68. -68.   1.  -5.   0.   1.   3.   7.   2.  69. -65.   2.  64.
 -67.   1. -10.  -3.]"
1128,[518.  24.  41. 538. 505.  56.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  69. -68.   2.  -4.   0.   2.   3.   6.   2.  69. -66.   1.  65.
 -68.   1. -10.  -2.]"
1129,[529.  24.  48. 544. 517.  55.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  70. -70.   2.  -4.   1.   1.   3.   6.   2.  69. -68.   2.  68.
 -69.   2.  -9.  -2.]"
1130,[544.  25.  45. 549. 537.  54.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  72. -71.   3.  -4.   1.   1.   4.   7.   0.  71. -70.   1.  71.
 -71.   1.  -9.  -3.]"
1131,[556.  25.  44. 547. 549.  53.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  72. -71.   0.  -3.   0.   2.   3.   5.  -1.  72. -70.   1.  72.
 -71.   0. -10.  -2.]"
1132,[563.  15.  43. 555. 560.  47.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  73. -73.   1.  -3.   1.   1.   3.   3.  -2.  73. -73.   0.  74.
 -73.   0. -10.  -2.]"
1133,[572.  14.  39. 566. 569.  47.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  75. -75.   2.  -3.  -1.   0.   3.   1.  -2.  74. -74.   1.  74.
 -74.   0. -10.  -1.]"
1134,[582.  13.  29. 577. 580.  47.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  77. -77.   1.  -2.   0.   1.   3.   1.  -1.  75. -75.   1.  76.
 -76.   1. -10.  -1.]"
1135,[593.  11.  22. 592. 590.  46.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  77. -77.   1.  -2.   0.   2.   4.   2.   0.  77. -77.   1.  78.
 -77.   0. -10.   1.]"
1136,[604.  15.  20. 598. 602.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  79. -79.   1.  -2.   0.   2.   3.   2.   2.  78. -78.   1.  79.
 -79.   0. -10.   1.]"
1137,[616.  14.  19. 608. 617.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -1.  80. -80.   0.  -1.   0.   2.   3.   2.   2.  79. -79.   0.  79.
 -79.  -1. -10.   3.]"
1138,[626.   7.  27. 618. 623.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  81. -81.   1.  -1.   0.   1.   3.   2.   2.  81. -81.  -1.  81.
 -81.  -1. -10.   4.]"
1139,[634.   6.  28. 630. 633.  49.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -1.  83. -83.   1.  -1.   0.   1.   3.   0.   1.  83. -83.  -1.  82.
 -82.  -1. -10.   4.]"
1140,[646.   5.  18. 649. 642.  52.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  84. -84.   1.  -1.   0.   0.   4.   0.   0.  84. -83.   0.  84.
 -84.   0. -10.   4.]"
1141,[656.   4.  13. 653. 652.  55.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  86. -85.   2.  -1.   0.   0.   4.  -1.   1.  85. -85.   0.  86.
 -85.   1. -10.   3.]"
1142,[667.   9.  14. 665. 665.  55.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  86. -87.   2.  -1.  -1.  -2.   4.  -2.   0.  86. -85.   1.  87.
 -86.   0. -10.   3.]"
1143,[678.  10.  15. 674. 676.  54.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  87. -86.   0.  -1.   0.   0.   4.  -2.   3.  87. -87.  -1.  87.
 -86.  -1. -10.   1.]"
1144,[685.   4.  16. 682. 685.  51.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  88. -89.   0.   0.   0.  -3.   4.  -2.   0.  88. -88.   0.  88.
 -89.   1. -10.   1.]"
1145,[694.   0.  23. 691. 694.  48.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -1.  90. -89.   0.  -1.   0.  -3.   4.  -3.   0.  90. -89.   0.  90.
 -90.   1. -10.   1.]"
1146,[702.   0.  25. 700. 703.  46.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  91. -92.   0.  -1.   0.  -4.   4.  -3.   1.  91. -90.  -1.  91.
 -92.   1. -10.  -1.]"
1147,[712.   0.  26. 710. 713.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  94. -93.   2.   0.   0.  -4.   4.  -4.  -1.  94. -93.   1.  93.
 -94.   2. -10.   0.]"
1148,[726.   0.  42. 723. 727.  45.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  95. -94.   2.  -1.   0.  -5.   4.  -4.  -1.  94. -94.   0.  95.
 -94.   2. -10.   0.]"
1149,[738.   0.  46. 735. 739.  46.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  96. -96.   2.  -1.   0.  -5.   4.  -4.   0.  95. -95.   2.  96.
 -95.   2. -10.   0.]"
1150,[751.   0.  49. 746. 750.  47.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  97. -97.   2.  -1.  -1.  -5.   4.  -3.   0.  96. -96.   0.  97.
 -96.   2. -10.   0.]"
1151,[762.   8.  50. 757. 760.  48.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.   99. -100.    2.    0.   -2.   -6.    4.   -3.   -1.  100.  -98.
    2.   99.  -99.    4.  -10.   -1.]"
1152,[774.   8.  51. 768. 771.  50.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  101. -101.    4.   -1.   -2.   -4.    4.   -3.   -3.  101. -100.
    3.  101. -100.    4.  -10.   -1.]"
1153,[787.  10.  49. 781. 783.  52.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  102. -102.    4.   -1.   -2.   -4.    4.   -3.   -3.  102. -102.
    4.  102. -102.    4.  -10.   -1.]"
1154,[799.  19.  47. 795. 796.  54.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  104. -104.    4.    0.   -2.   -3.    4.   -2.   -4.  103. -103.
    5.  105. -104.    5.  -10.   -1.]"
1155,[818.  22.  44. 820. 826.  61.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  105. -104.    3.    0.   -2.   -4.    4.   -2.   -3.  103. -103.
    3.  104. -104.    4.  -10.   -1.]"
1156,[829.  23.  41. 830. 837.  61.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  104. -105.    3.    0.   -2.   -3.    4.   -2.   -3.  104. -105.
    3.  104. -105.    4.  -10.   -1.]"
1157,[835.  22.  39. 838. 845.  61.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.  106. -106.    2.    0.   -2.   -2.    4.   -2.   -2.  105. -105.
    2.  105. -105.    4.  -10.   -1.]"
1158,[838.  20.  36. 843. 849.  61.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  106. -107.    3.    0.   -2.   -2.    4.   -3.   -3.  105. -106.
    2.  106. -106.    3.  -10.   -1.]"
1159,[843.  19.  36. 847. 849.  59.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  107. -107.    3.    0.   -2.   -2.    4.   -2.   -2.  106. -106.
    2.  107. -107.    3.  -10.    0.]"
1160,[848.  19.  34. 852. 854.  54.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  108. -108.    2.    0.   -2.   -1.    4.   -2.   -2.  108. -108.
    2.  107. -108.    3.  -10.    0.]"
1161,[855.  18.  32. 858. 859.  53.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -2.  109. -109.    0.    0.   -2.    0.    3.   -2.    0.  108. -107.
    0.  108. -108.    0.  -10.    0.]"
1162,[861.   8.  24. 854. 857.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.  109. -110.    1.    0.   -2.    0.    4.   -2.   -1.  109. -108.
    0.  109. -109.    2.  -10.    0.]"
1163,[867.   8.  23. 860. 863.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  111. -112.    1.   -2.   -1.   -1.    4.   -2.   -2.  111. -111.
    1.  110. -110.    3.  -10.   -1.]"
1164,[876.   7.  23. 870. 869.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  112. -112.    2.    0.    0.   -1.    4.   -2.   -3.  112. -112.
    2.  111. -112.    3.  -10.   -1.]"
1165,[884.   0.  23. 878. 877.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   3.  114. -114.    3.   -2.   -1.   -3.    4.   -2.   -4.  114. -113.
    3.  113. -113.    4.  -10.   -1.]"
1166,[894.   7.  24. 900. 887.  52.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   3.  114. -114.    3.   -1.    0.   -3.    4.   -2.   -4.  115. -114.
    3.  113. -114.    5.  -10.    0.]"
1167,[913.   9.  32. 915. 905.  55.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   3.  114. -115.    3.   -1.   -1.   -3.    4.   -2.   -3.  116. -114.
    3.  115. -114.    4.   -9.    0.]"
1168,[920.  11.  34. 924. 916.  55.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   3.  116. -115.    3.    0.   -1.   -2.    4.   -2.   -3.  116. -114.
    2.  115. -115.    4.  -10.   -1.]"
1169,[928.  12.  35. 930. 923.  56.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  116. -115.    2.    0.   -1.   -2.    4.   -3.   -2.  116. -116.
    2.  117. -116.    3.  -10.   -1.]"
1170,[930.  11.  35. 933. 929.  55.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  117. -117.    2.   -1.   -1.   -1.    4.   -3.   -2.  117. -117.
    2.  117. -116.    3.  -10.    0.]"
1171,[935.  14.  34. 936. 934.  53.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  118. -117.    2.   -1.    0.   -2.    4.   -3.   -2.  118. -116.
    0.  117. -116.    4.  -10.    0.]"
1172,[940.   9.  34. 939. 929.  54.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  117. -117.    2.   -2.    0.   -1.    3.   -3.   -2.  118. -117.
    2.  118. -117.    3.   -9.    0.]"
1173,[942.   8.  33. 943. 934.  52.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  118. -118.    3.   -1.   -1.   -2.    4.   -3.   -2.  118. -118.
    2.  118. -119.    3.   -9.   -1.]"
1174,[947.  14.  33. 947. 938.  51.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  119. -119.    2.   -1.   -1.   -2.    4.   -3.   -2.  118. -119.
    2.  119. -118.    2.   -9.   -1.]"
1175,[951.  14.  34. 950. 942.  49.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  120. -120.    1.   -1.   -2.   -1.    4.   -3.   -2.  119. -119.
    3.  119. -119.    3.  -10.    0.]"
1176,[955.  13.  33. 954. 956.  48.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  121. -121.    1.   -1.   -1.   -1.    4.   -3.   -1.  120. -120.
    1.  120. -120.    3.   -9.    0.]"
1177,[963.  16.  34. 958. 960.  48.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  121. -121.    1.   -2.    0.   -1.    3.   -2.   -1.  120. -120.
    2.  121. -120.    2.   -9.    0.]"
1178,[969.  10.  31. 961. 964.  47.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  121. -121.    1.    0.    0.   -2.    4.   -2.   -1.  121. -122.
    1.  121. -121.    2.   -9.    0.]"
1179,[972.   4.  30. 966. 968.  47.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  122. -122.    1.   -1.    0.   -1.    4.   -2.   -2.  122. -122.
    1.  122. -122.    3.   -9.    0.]"
1180,[977.   4.  29. 972. 972.  46.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  123. -122.    2.   -1.    0.   -1.    4.   -2.   -1.  122. -122.
    2.  123. -122.    2.   -9.   -1.]"
1181,[979.   5.  28. 976. 978.  45.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  123. -123.    1.   -1.    1.   -1.    4.   -2.   -1.  123. -123.
    1.  123. -123.    3.   -9.    0.]"
1182,[982.   5.  29. 982. 982.  46.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  123. -123.    1.    0.    1.    0.    3.   -1.   -1.  125. -124.
    0.  123. -124.    2.   -9.    0.]"
1183,[987.   5.  22. 988. 982.  46.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  124. -125.    1.   -1.    1.   -1.    3.   -2.   -2.  124. -124.
    2.  124. -124.    3.   -8.    0.]"
1184,[991.   5.  21. 992. 986.  45.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  125. -125.    1.   -1.    1.   -1.    4.   -1.   -1.  124. -124.
    2.  125. -124.    3.   -9.    0.]"
1185,[997.   8.  20. 996. 990.  46.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  124. -125.    1.   -1.    0.    0.    3.   -1.   -1.  125. -125.
    1.  125. -125.    3.   -8.    0.]"
1186,[1001.    4.   18. 1000.  994.   45.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  125. -125.    2.   -1.    0.   -1.    4.   -1.   -1.  125. -125.
    2.  125. -124.    3.   -8.   -1.]"
1187,[1005.    9.   19. 1001. 1003.   45.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  125. -126.    1.   -1.    0.   -1.    4.   -1.   -1.  126. -126.
    0.  126. -126.    2.   -8.    0.]"
1188,[1007.    9.   19. 1004. 1000.   44.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  126. -126.    1.   -1.    0.   -1.    4.   -1.   -1.  127. -127.
    1.  127. -127.    2.   -8.    0.]"
1189,[1008.    9.   19. 1010. 1005.   42.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  127. -126.    2.   -2.    0.    0.    4.   -1.   -2.  126. -126.
    1.  127. -126.    3.   -8.    0.]"
1190,[1011.   11.   20. 1013. 1008.   42.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  128. -126.    1.   -2.    0.    0.    4.   -1.   -2.  127. -126.
    1.  127. -127.    3.   -7.   -1.]"
1191,[1014.   11.   20. 1017. 1013.   41.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  127. -128.    1.   -1.   -1.   -1.    4.   -1.    0.  128. -127.
    1.  128. -128.    2.   -7.    0.]"
1192,[1018.   11.   20. 1014. 1021.   40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  128. -128.    2.   -1.    0.    0.    3.   -2.   -1.  128. -127.
    1.  128. -127.    2.   -8.   -1.]"
1193,[1022.   12.   20. 1015. 1022.   40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  127. -129.    1.   -1.    0.    0.    3.   -1.   -1.  128. -128.
    1.  128. -127.    2.   -7.   -1.]"
1194,[1025.   10.   19. 1019. 1024.   38.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  127. -128.    1.   -1.    1.    0.    4.   -1.   -1.  128. -128.
    2.  129. -128.    2.   -7.    0.]"
1195,[1026.    9.   19. 1022. 1028.   37.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  128. -129.    1.   -1.    1.    0.    4.   -1.   -1.  129. -129.
    2.  129. -129.    2.   -7.   -1.]"
